run,run_dir,evaluations,final_hypervolume,summary_final_hypervolume,method,llm_call_count,round_count
delta_small_molecule_ehvi_100,/workspace/577908796194689024/74c494dd-9e6e-4a89-9387-7fea768f8e5d/campaign-repo/tasks/small_molecule/runs/delta_small_molecule_ehvi_100,30,15.310060291545108,,,,
